劲松站,116.413384,39.910925
蒲黄榆站,116.427565,39.871173
呼家楼站,116.470752,39.925326
惠新西街南口站,116.136098,40.245721
关庄站,116.440955,40.008748
勇士营站,116.453391,40.038917
纪家庙站,116.353416,39.827359
丰益桥南站,116.323276,39.863916
大红门站,116.385783,39.835121
望京东站,116.489347,40.002410
阜通站,116.413384,39.910925
蓟门桥站,116.360308,39.973379
后沙峪站,116.570850,40.119499
北工大西门站,116.413384,39.910925
果园站,116.652954,39.899652
育新站,116.354184,40.065673
大石河东站,116.040638,39.700176
良乡大学城站,116.159602,39.741621
同济南路站,116.547100,39.779856
八里桥站,116.643766,39.918773
奥体中心站,116.413384,39.910925
安贞门站,116.413252,39.983092
健德门站,116.386753,39.982494
清源路站,116.341653,39.748349
北苑路北站,116.424206,40.028697
通运门站,116.413384,39.910925
化工站,116.413384,39.910925
北邵洼站,116.290460,40.229107
灵境胡同站,116.385402,39.920665
和义站,116.406474,39.824116
西四站,116.413384,39.910925
新街口站,116.413384,39.910925
西黄村站,116.211656,39.937816
刘家窑站,116.420749,39.866428
天坛东门站,116.427279,39.890061
金台路站,116.484674,39.924980
惠新西街北口站,116.423654,39.989672
大屯路东站,116.424212,40.010414
崔各庄站,116.468636,40.055808
望京南站,116.090426,40.284312
花梨坎站,116.563889,40.090090
通州北苑站,116.643131,39.910964
西小口站,116.356075,40.052535
马各庄站,116.611794,39.960342
良乡大学城北站,116.164190,39.730224
荣昌东街站,116.531713,39.789465
奥林匹克公园站,116.399127,40.001210
牡丹园站,116.484888,39.877726
枣园站,116.337845,39.759234
通州北关站,116.663415,39.916017
昌平东关站,116.237618,40.226413
石榴庄站,116.420996,39.851493
大红门南站,116.423417,39.807916
西洼地站,116.413269,39.812729
十里堡站,116.413384,39.910925
朝阳公园站,116.488320,39.951732
安立路站,116.414411,40.025849
马泉营站,116.515813,40.043889
高家园站,116.488479,39.986361
国展站,116.449021,39.967290
永泰庄站,116.226477,40.124017
饶乐府站,116.009912,39.708709
广阳城站,116.413384,39.910925
荣京东街站,116.522040,39.801896
森林公园南门站,116.204771,39.973174
北沙滩站,116.380989,40.010688
高米店南站,116.338851,39.769484
