南锣鼓巷站,116.404192,39.933848
东大桥站,116.451657,39.923054
十里堡站,116.502045,39.923076
青年路站,116.517429,39.923168
褡裢坡站,116.563961,39.924021
黄渠站,116.578266,39.924201
常营站,116.599722,39.925696
草房站,116.615574,39.924477
物资学院路站,116.639316,39.926801
通州北关站,116.661131,39.917962
北运河西站,116.688358,39.903024
北运河东站,116.707056,39.903268
郝家府站,116.717826,39.903195
东夏园站,116.733850,39.903147
潞城站,116.747434,39.902652
朱辛庄站,116.313698,40.104297
育知路站,116.326992,40.087863
平西府站,116.350425,40.090607
回龙观东大街站,116.363025,40.081175
霍营站,116.360286,40.071857
育新站,116.347328,40.060039
西小口站,116.351644,40.046873
永泰庄站,116.354580,40.037728
林萃桥站,116.372998,40.021906
森林公园南门站,116.392600,40.010122
奥林匹克公园站,116.39383,39.999089
奥体中心站,116.393759,39.985837
安华桥站,116.394655,39.968507
安德里北街站,116.395145,39.957227
什刹海站,116.396219,39.937583
中国美术馆站,116.410803,39.923705
珠市口站,116.398372,39.891334
天桥站,116.398712,39.881920
木樨园站,116.399839,39.859262
海户屯站,116.400301,39.851805
大红门南站,116.401045,39.836715
和义站,116.402073,39.814838
东高地站,116.421272,39.801594
火箭万源站,116.418627,39.799287
五福堂站,116.423903,39.785046
德茂站,116.441467,39.772649
瀛海站,116.448912,39.760618
清华东路西口站,116.339530,40.000673
六道口站,116.352670,40.000958
北沙滩站,116.368143,40.001492
安立路站,116.407845,40.002619
关庄站,116.430947,40.001134
望京西站,116.449884,39.995724
望京东站,116.487105,40.003200
崔各庄站,116.492968,40.022201
马泉营站,116.503480,40.033721
孙河站,116.534700,40.045113
国展站,116.555127,40.070030
花梨坎站,116.557083,40.078239
后沙峪站,116.564211,40.114127
南法信站,116.609535,40.128478
石门站,116.641117,40.129802
顺义站,116.645228,40.126183
俸伯站,116.684732,40.132573
西苑站,116.292805,39.995872
农大南路站,116.295539,40.024238
马连洼站,116.284187,40.033794
西北旺站,116.257923,40.048703
永丰南站,116.248154,40.065575
永丰站,116.238481,40.071868
屯佃站,116.215850,40.068454
稻香湖路站,116.188145,40.068936
温阳路站,116.161361,40.068516
北安河站,116.130428,40.068128
公益西桥站,116.370796,39.836135
马家堡站,116.371361,39.853109
陶然亭站,116.373630,39.878133
菜市口站,116.374425,39.889296
灵境胡同站,116.373746,39.915912
西四站,116.373332,39.924206
新街口站,116.367742,39.940667
动物园站,116.336587,39.942136
魏公村站,116.323220,39.957904
人民大学站,116.321367,39.966956
中关村站,116.316467,39.983991
北京大学东门站,116.315842,39.992212
圆明园站,116.310186,39.999662
北宫门站,116.277647,40.002373
安河桥北站,116.269956,40.012195
高碑店站,116.531421,39.909448
传媒大学站,116.554639,39.909215
双桥站,116.569999,39.900706
管庄站,116.599002,39.909090
八里桥站,116.618658,39.906121
通州北苑站,116.637252,39.903864
果园站,116.646606,39.893393
九棵树站,116.657533,39.890278
梨园站,116.668720,39.883677
临河里站,116.678551,39.876060
土桥站,116.686349,39.871926
湾子站,116.327753,39.889954
达官营站,116.336455,39.889884
广安门内站,116.356003,39.889286
虎坊桥站,116.384596,39.889486
桥湾站,116.408464,39.892725
广渠门内站,116.433877,39.893673
广渠门外站,116.448998,39.893648
大郊亭站,116.487935,39.893183
百子湾站,116.512779,39.873303
化工站,116.503439,39.887369
南楼梓庄站,116.501084,39.874578
欢乐谷景区站,116.500067,39.866505
垡头站,116.511821,39.860728
双合站,116.526836,39.859691
焦化厂站,116.533264,39.851265
西二旗站,116.306295,40.053034
生命科学园站,116.294230,40.094790
巩华城站,116.293701,40.130836
沙河站,116.265057,40.12535
沙河高教园站,116.280465,40.164666
南邵站,116.287534,40.207484
北邵洼站,116.284302,40.222019
昌平东关站,116.262059,40.221726
昌平站,116.240088,40.226351
十三陵景区站,116.207637,40.240214
昌平西山口站,116.195369,40.244629
肖村站,116.440691,39.835519
小红门站,116.459226,39.827951
旧宫站,116.460789,39.806910
亦庄桥站,116.475412,39.805782
亦庄文化园站,116.490632,39.806890
万源街站,116.505446,39.802921
荣京东街站,116.513390,39.793132
荣昌东街站,116.521737,39.782799
同济南路站,116.534599,39.781094
经海路站,116.562245,39.783587
次渠南站,116.581357,39.795118
次渠站,116.591502,39.803500
亦庄火车站,116.601913,39.812607
